"coordinateUncertaintyInMeters","stateProvince","country","continent","year","month","day","eventDate","scientificName","kingdom","phylum","order","family","genus","species","taxonRank","recordedBy","identifiedBy","datasetName","publishingCountry","basisOfRecord","occurrenceStatus","issues","utm_x","utm_y"
349,"British Columbia","Canada","NORTH_AMERICA",2024,7,16,"2024-07-16T12:01","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Carol McDougall","Carol McDougall","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1156004.135521,463519.85840677
2,"British Columbia","Canada","NORTH_AMERICA",2024,7,28,"2024-07-28T12:39","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Mark Wynja","Mark Wynja","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1121172.91789933,479817.427300258
12,"British Columbia","Canada","NORTH_AMERICA",2024,7,28,"2024-07-28T14:35:02","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Thompson Hyggen","Thompson Hyggen","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1195451.91023679,381076.484250444
NA,"British Columbia","Canada","NORTH_AMERICA",2024,7,31,"2024-07-31T13:29:40","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Darren and Claudia","Darren and Claudia","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",945166.413454508,868242.655084471
4,"British Columbia","Canada","NORTH_AMERICA",2024,7,31,"2024-07-31T13:24:20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Darren and Claudia","Darren and Claudia","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",945162.854914693,868266.56819996
4,"British Columbia","Canada","NORTH_AMERICA",2024,7,31,"2024-07-31T13:30:13","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Nathan Earley","Nathan Earley","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",945168.1530597,868241.854185403
11,"British Columbia","Canada","NORTH_AMERICA",2024,8,2,"2024-08-02T10:26","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","punsandmusicals","punsandmusicals","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1148758.24089809,468921.554391286
35,"British Columbia","Canada","NORTH_AMERICA",2024,8,3,"2024-08-03T18:10:33","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","umbrellamagnolia","umbrellamagnolia","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1179039.19317806,433221.656918994
3,"British Columbia","Canada","NORTH_AMERICA",2024,8,6,"2024-08-06T08:04:14","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","clearbrookmlb","clearbrookmlb","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1630080.28068192,539385.208604142
NA,"British Columbia","Canada","NORTH_AMERICA",2024,8,9,"2024-08-09T17:32","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Alex Bodden","Alex Bodden","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc",1459824.63789354,520135.043699562
42,"British Columbia","Canada","NORTH_AMERICA",2024,8,8,"2024-08-08T13:32:40","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","austyn234","Caitlin LaBar","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1189962.73227909,405722.141818215
8,"British Columbia","Canada","NORTH_AMERICA",2024,8,19,"2024-08-19T13:41","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","marlenejohnston","marlenejohnston","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1644893.80997966,611257.773425774
8,"British Columbia","Canada","NORTH_AMERICA",2024,8,20,"2024-08-20T14:34","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","David Kaposi","David Kaposi","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1580021.09212784,624252.347561128
56,"British Columbia","Canada","NORTH_AMERICA",2024,8,22,"2024-08-22T15:11:07","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","emoellenhoff","Steve Ansell","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1189232.07903794,388797.189376706
61,"British Columbia","Canada","NORTH_AMERICA",2024,9,7,"2024-09-07T12:53","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sue Elwell","Sue Elwell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391629.77768928,507034.792865716
61,"British Columbia","Canada","NORTH_AMERICA",2024,9,7,"2024-09-07T13:10","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sue Elwell","Sue Elwell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391629.77768928,507034.792865716
3,"British Columbia","Canada","NORTH_AMERICA",2024,9,8,"2024-09-08T13:23:19","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Abby Hyde","Abby Hyde","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1175409.79405639,370608.58925654
117,"British Columbia","Canada","NORTH_AMERICA",2024,9,12,"2024-09-12T11:54:42","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pobrown","pobrown","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1179598.0131167,373625.929217685
871,"British Columbia","Canada","NORTH_AMERICA",2024,9,21,"2024-09-21T13:10","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","zoekyrie","RockCollector","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1175377.55305272,370467.091906691
8,"British Columbia","Canada","NORTH_AMERICA",2024,9,5,"2024-09-05T13:56","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sean Daniels","Sean Daniels","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1336660.14621499,456313.736844299
NA,"British Columbia","Canada","NORTH_AMERICA",2023,6,4,"2023-06-04T09:54:55","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Gwen L'Hirondelle","Gwen L'Hirondelle","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1207367.03354525,530257.499981379
NA,"British Columbia","Canada","NORTH_AMERICA",2023,6,16,"2023-06-16","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","bcbutterflylover69","eButterfly users","eButterfly","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround,osiic",891548.640527753,970368.218857736
NA,"British Columbia","Canada","NORTH_AMERICA",2023,7,10,"2023-07-10T10:39:21","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","your pal","Janice Arndt","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1658417.48315611,555705.157827068
9,"British Columbia","Canada","NORTH_AMERICA",2023,7,12,"2023-07-12T11:25:22","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","idonot77-care_","Stewart Wechsler","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1116632.99861339,475849.89442153
NA,"British Columbia","Canada","NORTH_AMERICA",2023,7,15,"2023-07-15T16:10:41","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1161058.08580411,498759.272866009
2,"British Columbia","Canada","NORTH_AMERICA",2023,7,16,"2023-07-16T11:37","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Mark Wynja","Mark Wynja","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1063724.76893831,538343.204407708
2,"British Columbia","Canada","NORTH_AMERICA",2023,7,16,"2023-07-16T11:54","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Martin Dollenkamp","Martin Dollenkamp","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1063728.20410013,538344.582002402
325,"British Columbia","Canada","NORTH_AMERICA",2023,7,17,"2023-07-17T12:18:36","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","petitcastor","petitcastor","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1187870.14558801,395702.324188202
43,"British Columbia","Canada","NORTH_AMERICA",2023,7,17,"2023-07-17T17:13:52","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","bumbleberry000","bumbleberry000","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1147987.57933953,461325.814485028
4,"British Columbia","Canada","NORTH_AMERICA",2023,7,18,"2023-07-18T13:04:12","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","elaineb","Janice Arndt","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1650343.57177676,552044.265015203
89,"British Columbia","Canada","NORTH_AMERICA",2023,7,19,"2023-07-19T09:44","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norma","Norma","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1138647.62088329,472669.767718393
2,"British Columbia","Canada","NORTH_AMERICA",2023,7,19,"2023-07-19T08:12","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sachi Snively","Sachi Snively","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1653452.85566655,557517.620819748
8,"British Columbia","Canada","NORTH_AMERICA",2023,7,17,"2023-07-17T19:19","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","B Staffan Lindgren","B Staffan Lindgren","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1147958.57841381,463621.358824756
190,"British Columbia","Canada","NORTH_AMERICA",2023,7,19,"2023-07-19T10:27:54","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Shauna Anderson","roomthily","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1195675.16849234,433624.965345613
NA,"British Columbia","Canada","NORTH_AMERICA",2023,7,19,"2023-07-19T12:05","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Ellen Scott","Ellen Scott","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1461120.29892252,683435.53654841
61,"British Columbia","Canada","NORTH_AMERICA",2023,7,19,"2023-07-19T11:27","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","ye_nature","ye_nature","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1310551.21952942,472311.645001256
122,"British Columbia","Canada","NORTH_AMERICA",2023,7,19,"2023-07-19T15:42","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Jakob Dulisse","Jakob Dulisse","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1591451.69470887,480759.891221844
48,"British Columbia","Canada","NORTH_AMERICA",2023,7,20,"2023-07-20T10:11:08","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","emoellenhoff","roomthily","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1187476.08299894,397347.624900434
4,"British Columbia","Canada","NORTH_AMERICA",2023,7,20,"2023-07-20T10:18","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Mark Wynja","Mark Wynja","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1155224.55799653,453473.501540061
23,"British Columbia","Canada","NORTH_AMERICA",2023,7,21,"2023-07-21T14:01:10","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","drktan","roomthily","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1200264.55432692,475814.314520724
4,"British Columbia","Canada","NORTH_AMERICA",2023,7,20,"2023-07-20T16:10:03","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","inza_maki","inza_maki","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1027336.28724584,505524.350135136
31,"British Columbia","Canada","NORTH_AMERICA",2023,7,21,"2023-07-21T10:57","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Jakob Dulisse","Jakob Dulisse","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1606318.22972605,507468.330862561
NA,"British Columbia","Canada","NORTH_AMERICA",2023,7,22,"2023-07-22T13:27","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Ellen Scott","Ellen Scott","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1461103.77684989,683475.938177232
4,"British Columbia","Canada","NORTH_AMERICA",2023,7,22,"2023-07-22T16:24:27","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","tarench6","tarench6","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1660336.22409113,554118.972949353
244,"British Columbia","Canada","NORTH_AMERICA",2023,7,19,"2023-07-19T14:34","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","mjaeck","Guy L. Monty","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1030349.46477688,497138.918403879
23,"British Columbia","Canada","NORTH_AMERICA",2023,7,22,"2023-07-22T08:43","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","mxkinoko","mxkinoko","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1184662.73755608,391978.549490505
NA,"British Columbia","Canada","NORTH_AMERICA",2023,7,26,"2023-07-26T10:29:44","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","James Schafers","James Schafers","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1657805.98179126,569842.131676483
4,"British Columbia","Canada","NORTH_AMERICA",2023,7,26,"2023-07-26T13:15:28","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sachi Snively","Sachi Snively","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1653480.14340505,557500.286991757
4,"British Columbia","Canada","NORTH_AMERICA",2023,7,26,"2023-07-26T14:41","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Guy L. Monty","Guy L. Monty","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1143252.30818569,453625.359406008
122,"British Columbia","Canada","NORTH_AMERICA",2023,7,26,"2023-07-26T10:19","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","jim22lawrence","jim22lawrence","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1643307.12284091,616454.659457356
122,"British Columbia","Canada","NORTH_AMERICA",2023,7,27,"2023-07-27T17:12","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","jim22lawrence","jim22lawrence","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1644889.29265815,620393.025893209
4,"British Columbia","Canada","NORTH_AMERICA",2023,7,28,"2023-07-28T14:11:48","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sachi Snively","Sachi Snively","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1653535.94194932,557456.697601842
NA,"British Columbia","Canada","NORTH_AMERICA",2023,7,28,"2023-07-28T13:22","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Ellen Scott","Ellen Scott","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1461489.94058049,683240.505702334
122,"British Columbia","Canada","NORTH_AMERICA",2023,7,28,"2023-07-28T16:04","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","jim22lawrence","jim22lawrence","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1645279.77661906,589818.163400934
122,"British Columbia","Canada","NORTH_AMERICA",2023,7,28,"2023-07-28T16:14","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","jim22lawrence","jim22lawrence","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1645156.58421922,590045.712949036
89,"British Columbia","Canada","NORTH_AMERICA",2023,7,18,"2023-07-18T14:23:39","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","spope4","spope4","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1113321.71824088,481702.616137226
122,"British Columbia","Canada","NORTH_AMERICA",2023,7,30,"2023-07-30T14:40","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","jim22lawrence","jim22lawrence","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1642810.86535636,615383.956063054
122,"British Columbia","Canada","NORTH_AMERICA",2023,7,30,"2023-07-30T15:25","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","jim22lawrence","jim22lawrence","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1641982.98926404,615142.279664234
5,"British Columbia","Canada","NORTH_AMERICA",2023,7,31,"2023-07-31T12:41:59","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sparrel Wood","Sparrel Wood","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1641973.49414848,549575.577612786
NA,"British Columbia","Canada","NORTH_AMERICA",2023,7,31,"2023-07-31T11:27","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","trientalid","trientalid","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1034590.75905129,512629.104614708
NA,"British Columbia","Canada","NORTH_AMERICA",2023,7,31,"2023-07-31T12:37","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","trientalid","trientalid","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1033226.12127081,517697.548341578
4,"British Columbia","Canada","NORTH_AMERICA",2023,7,31,"2023-07-31T14:00:58","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","champagnejain","champagnejain","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1035785.8177507,518269.515412609
250,"British Columbia","Canada","NORTH_AMERICA",2023,7,15,"2023-07-15T13:03:43","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Lorene Archdekin","Lorene Archdekin","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1654411.26484446,571932.604295769
59,"British Columbia","Canada","NORTH_AMERICA",2023,7,15,"2023-07-15T13:07:32","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Lorene Archdekin","Lorene Archdekin","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1654411.63357352,571915.721404969
456,"British Columbia","Canada","NORTH_AMERICA",2023,7,29,"2023-07-29T15:20:31","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Lorene Archdekin","Lorene Archdekin","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1654425.51026713,571937.026490514
NA,"British Columbia","Canada","NORTH_AMERICA",2023,8,2,"2023-08-02T07:21:10","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","J Floer","J Floer","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1740490.49303272,553748.03763603
2,"British Columbia","Canada","NORTH_AMERICA",2023,8,2,"2023-08-02T19:50","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Ian Adams","Ian Adams","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1734021.55056952,556332.845410759
122,"British Columbia","Canada","NORTH_AMERICA",2023,8,2,"2023-08-02T16:01","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","jim22lawrence","jim22lawrence","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1644913.78214705,620435.217917076
61,"British Columbia","Canada","NORTH_AMERICA",2023,8,2,"2023-08-02T16:08","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","jim22lawrence","jim22lawrence","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1644835.50625482,620496.823585787
5,"British Columbia","Canada","NORTH_AMERICA",2023,8,4,"2023-08-04T10:40","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sue Elwell","Sue Elwell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391810.48763809,507084.28200397
4,"British Columbia","Canada","NORTH_AMERICA",2023,8,4,"2023-08-04T15:50:57","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","dickcannings","dickcannings","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1593928.43740991,509948.115917915
7,"British Columbia","Canada","NORTH_AMERICA",2023,8,5,"2023-08-05T13:58:29","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Jakob Dulisse","Jakob Dulisse","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1630829.02689173,533283.600073371
28,"British Columbia","Canada","NORTH_AMERICA",2023,8,5,"2023-08-05T17:10:52","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","V","V","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1629626.73809825,740268.563739824
488,"British Columbia","Canada","NORTH_AMERICA",2023,8,4,"2023-08-04T11:48","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Eric Kolb","Eric Kolb","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1177234.23971887,379804.622274017
