"coordinateUncertaintyInMeters","stateProvince","country","continent","year","month","day","eventDate","scientificName","kingdom","phylum","order","family","genus","species","taxonRank","recordedBy","identifiedBy","datasetName","publishingCountry","basisOfRecord","occurrenceStatus","issues","utm_x","utm_y"
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,21,"2022-08-21T15:16:04","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1165834.378343,496842.695476628
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,21,"2022-08-21T16:01:31","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1165282.33944599,497096.001109258
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,21,"2022-08-21T16:12:47","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1165786.74453446,496870.403030675
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,21,"2022-08-21T16:20:56","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1165927.83758541,497785.945599727
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,22,"2022-08-22T17:52","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Erin Springinotic","Erin Springinotic","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc",1181782.68673913,384250.128425699
11,"British Columbia","Canada","NORTH_AMERICA",2022,8,23,"2022-08-23T10:41:31","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","renferguson","renferguson","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1185356.67926202,426870.655498535
61,"British Columbia","Canada","NORTH_AMERICA",2022,8,23,"2022-08-23T14:40","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sue Elwell","Sue Elwell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1393572.10172604,510979.761796296
4,"British Columbia","Canada","NORTH_AMERICA",2022,8,24,"2022-08-24T16:01:44","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Julia Daly","Julia Daly","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1159788.14931253,427202.013648344
124,"British Columbia","Canada","NORTH_AMERICA",2022,8,26,"2022-08-26T10:57:38","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Shirley Morrison","Shirley Morrison","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1489810.19402271,617823.8956596
4,"British Columbia","Canada","NORTH_AMERICA",2022,8,26,"2022-08-26T15:26","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sue Elwell","Sue Elwell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1393587.18086324,510964.311437715
31,"British Columbia","Canada","NORTH_AMERICA",2022,8,25,"2022-08-25T15:17","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Jack Bindernagel","Jack Bindernagel","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1039726.9833721,516292.578195668
61,"British Columbia","Canada","NORTH_AMERICA",2022,8,28,"2022-08-28T11:40","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","trientalid","trientalid","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1049435.85238902,524873.899573147
31,"British Columbia","Canada","NORTH_AMERICA",2022,8,26,"2022-08-26T10:31","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Jack Bindernagel","Jack Bindernagel","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1037791.8811235,516869.277495245
179,"British Columbia","Canada","NORTH_AMERICA",2022,8,28,"2022-08-28T12:27","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","msevier","msevier","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1211532.14455179,487297.069538493
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,28,"2022-08-28T14:49:56","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1167456.57900656,498264.638888916
122,"British Columbia","Canada","NORTH_AMERICA",2022,8,29,"2022-08-29T11:59:49","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Lunabelle Loiseau-Tremblay","Lunabelle Loiseau-Tremblay","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1058093.59728876,562120.532614988
4,"British Columbia","Canada","NORTH_AMERICA",2022,8,29,"2022-08-29T14:58","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sue Elwell","Sue Elwell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391713.50850309,507072.406031705
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,30,"2022-08-30T20:00","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Dave Purdy","Dave Purdy","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc",1054548.35766426,555106.059686612
20,"British Columbia","Canada","NORTH_AMERICA",2022,8,30,"2022-08-30T18:45:28","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","mxkinoko","Guy L. Monty","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1184044.73666756,389741.423861812
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,30,"2022-08-30T16:07:32","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1166679.58981327,498020.486985636
116,"British Columbia","Canada","NORTH_AMERICA",2022,8,31,"2022-08-31T16:16","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Lu WANG","Eric Habisch","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1200623.66409349,474679.967745809
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,31,"2022-08-31T10:45:29","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1175081.76027195,498248.034663402
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,31,"2022-08-31T11:36:09","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1175414.19674783,498846.033142015
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,31,"2022-08-31T12:19:45","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1175290.08151643,499618.058409293
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,31,"2022-08-31T15:00:04","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1175333.13860978,499445.035840804
18,"British Columbia","Canada","NORTH_AMERICA",2022,8,30,"2022-08-30T17:02:28","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","valmorton","valmorton","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1200535.46017057,498707.504304729
3,"British Columbia","Canada","NORTH_AMERICA",2022,8,26,"2022-08-26T09:26","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","williamdreynolds","williamdreynolds","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449270.56741008,543031.654673908
15,"British Columbia","Canada","NORTH_AMERICA",2022,8,31,"2022-08-31T14:24","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Steve Ansell","Steve Ansell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1050320.44164657,525275.838893282
122,"British Columbia","Canada","NORTH_AMERICA",2022,8,25,"2022-08-25T11:17","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Parks Canada @ Fort Rodd Hill","Parks Canada @ Fort Rodd Hill","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1195901.97043129,407780.803428986
15,"British Columbia","Canada","NORTH_AMERICA",2022,8,11,"2022-08-11T13:38","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Brevan Wagner","Brevan Wagner","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1195538.75292965,381385.739453442
122,"British Columbia","Canada","NORTH_AMERICA",2022,8,29,"2022-08-29T22:06","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","kathy-115","kathy-115","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1543784.25139173,711880.795245964
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,19,"2022-08-19T14:34","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Braden J. Judson","Braden J. Judson","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc",1569045.89463619,479166.980753157
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,24,"2022-08-24T11:52","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Braden J. Judson","Braden J. Judson","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc",1610680.09491111,499281.790569619
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,30,"2022-08-30T14:40:39","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Martin Dollenkamp","Martin Dollenkamp","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc",1049150.86612261,525795.287115983
21,"British Columbia","Canada","NORTH_AMERICA",2022,8,29,"2022-08-29T18:05:47","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Martin Dollenkamp","Martin Dollenkamp","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc",1063701.35943544,538363.152785913
NA,"British Columbia","Canada","NORTH_AMERICA",2022,8,30,"2022-08-30T13:09:45","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Martin Dollenkamp","Martin Dollenkamp","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc",1048975.88164642,525727.999615762
806,"British Columbia","Canada","NORTH_AMERICA",2022,8,25,"2022-08-25T11:45:05","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Lorene Archdekin","Lorene Archdekin","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1654414.76619409,572027.91368893
206,"British Columbia","Canada","NORTH_AMERICA",2022,8,30,"2022-08-30T13:34:36","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Lorene Archdekin","Steve Ansell","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1654405.99195713,571927.885558549
728,"British Columbia","Canada","NORTH_AMERICA",2022,8,30,"2022-08-30T13:43:56","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Lorene Archdekin","Steve Ansell","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1654412.1254712,571953.458459052
35,"British Columbia","Canada","NORTH_AMERICA",2022,8,24,"2022-08-24T11:37","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Eva Ullström","Janice Arndt","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc",1610759.98864377,499265.680619298
10,"British Columbia","Canada","NORTH_AMERICA",2022,8,24,"2022-08-24T11:45","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Julia Carr","Ellen Scott","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc",1610725.36955083,499278.677216811
10,"British Columbia","Canada","NORTH_AMERICA",2022,8,24,"2022-08-24T11:56","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Julia Carr","Ellen Scott","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1610683.62113738,499304.027532467
623,"British Columbia","Canada","NORTH_AMERICA",2022,8,15,"2022-08-15T09:58","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Claire Christensen","Claire Christensen","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1482219.26212043,615695.598112384
NA,"British Columbia","Canada","NORTH_AMERICA",2022,9,1,"2022-09-01T12:56:07","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","starrking","starrking","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1164388.16057106,378413.612476408
1,"British Columbia","Canada","NORTH_AMERICA",2022,9,1,"2022-09-01T15:59","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","theobroma85","theobroma85","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1078296.07824236,518184.562124374
4,"British Columbia","Canada","NORTH_AMERICA",2022,9,2,"2022-09-02T12:34:24","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Richard C Till","Richard C Till","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc",1175517.77897983,497557.07313928
33,"British Columbia","Canada","NORTH_AMERICA",2022,9,2,"2022-09-02T14:37:11","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Paula Cruise","Paula Cruise","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1169775.07256431,497723.961932901
55,"British Columbia","Canada","NORTH_AMERICA",2022,9,3,"2022-09-03T16:20:37","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","ayitssrissa","ayitssrissa","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1049045.36815126,525752.240320987
5,"British Columbia","Canada","NORTH_AMERICA",2022,9,3,"2022-09-03T17:25:44","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","herdofnoni","herdofnoni","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1105880.51735554,547521.980727776
4,"British Columbia","Canada","NORTH_AMERICA",2022,9,5,"2022-09-05T14:45","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sue Elwell","Sue Elwell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391710.32934742,507085.427448692
61,"British Columbia","Canada","NORTH_AMERICA",2022,9,5,"2022-09-05T15:35","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sue Elwell","Sue Elwell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391397.72320771,506244.599962381
61,"British Columbia","Canada","NORTH_AMERICA",2022,9,5,"2022-09-05T15:36","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sue Elwell","Sue Elwell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391390.91261695,506265.146504538
26,"British Columbia","Canada","NORTH_AMERICA",2022,9,3,"2022-09-03T13:38:15","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Shane Johnson","Shane Johnson","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1027473.11485254,530183.211181546
26,"British Columbia","Canada","NORTH_AMERICA",2022,9,5,"2022-09-05T10:26:08","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Shane Johnson","Shane Johnson","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1029372.78535026,526180.859951294
245,"British Columbia","Canada","NORTH_AMERICA",2022,9,1,"2022-09-01","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sean","Sean","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1172237.68807016,381174.720626724
31,"British Columbia","Canada","NORTH_AMERICA",2022,9,5,"2022-09-05T12:46","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Les Leighton","Les Leighton","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1162656.24313695,501446.942684105
23,"British Columbia","Canada","NORTH_AMERICA",2022,9,3,"2022-09-03T16:44:50","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","jgrant","jgrant","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc",1057107.36107921,578863.982469605
234,"British Columbia","Canada","NORTH_AMERICA",2022,9,6,"2022-09-06T14:48:27","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Shirley Morrison","Shirley Morrison","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391819.55749735,507084.641392353
15,"British Columbia","Canada","NORTH_AMERICA",2022,9,6,"2022-09-06T16:52","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Sue Elwell","Sue Elwell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1391814.32541927,506960.84744243
NA,"British Columbia","Canada","NORTH_AMERICA",2022,9,7,"2022-09-07T12:24:19","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1154823.19247526,506058.95197857
5,"British Columbia","Canada","NORTH_AMERICA",2022,9,7,"2022-09-07T14:40","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Claire Christensen","Claire Christensen","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1482235.56336472,615627.183479164
NA,"British Columbia","Canada","NORTH_AMERICA",2022,9,7,"2022-09-07T16:05:04","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1166428.05432572,494381.668104559
NA,"British Columbia","Canada","NORTH_AMERICA",2022,9,7,"2022-09-07T11:23:34","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Brian Van Hezewijk","Brian Van Hezewijk","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1179482.36091451,387098.436871345
15,"British Columbia","Canada","NORTH_AMERICA",2022,9,1,"2022-09-01T14:54","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Steve Ansell","Steve Ansell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1015453.51061021,537691.711152852
15,"British Columbia","Canada","NORTH_AMERICA",2022,9,2,"2022-09-02T12:51","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Steve Ansell","Steve Ansell","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1029820.53293211,498533.11348225
244,"British Columbia","Canada","NORTH_AMERICA",2022,9,8,"2022-09-08T11:41","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","karenholland","karenholland","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1175079.40405079,501970.072946522
430,"British Columbia","Canada","NORTH_AMERICA",2022,9,10,"2022-09-10T13:45","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Rand Rudland","Rand Rudland","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1175260.48964984,500420.34778469
287,"British Columbia","Canada","NORTH_AMERICA",2022,9,11,"2022-09-11T12:31:36","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Shirley Morrison","Shirley Morrison","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1398393.1437802,510359.22422802
NA,"British Columbia","Canada","NORTH_AMERICA",2022,9,11,"2022-09-11T11:28:32","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1172715.58271961,499550.525103295
NA,"British Columbia","Canada","NORTH_AMERICA",2022,9,11,"2022-09-11T12:04:02","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1174150.41599022,499739.387140503
NA,"British Columbia","Canada","NORTH_AMERICA",2022,9,11,"2022-09-11T12:13:32","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc",1174633.95276585,499951.33979661
NA,"British Columbia","Canada","NORTH_AMERICA",2022,9,11,"2022-09-11T12:13:56","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1175049.0037352,500249.63992937
NA,"British Columbia","Canada","NORTH_AMERICA",2022,9,11,"2022-09-11T14:12:15","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1175272.30613158,500392.947878329
NA,"British Columbia","Canada","NORTH_AMERICA",2022,9,11,"2022-09-11T14:19:31","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","pumakit","pumakit","iNaturalist research-grade observations","US","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1175015.73962214,500206.243291784
